t	R	z	phi	vR	vz	vphi	E	Lz
1.34035e+06	0.353075	6.6539e-06	1.08926	-0.577251	1.30586	0.00283226	-0.05	0.001
1.34055e+06	1.65133	-2.9392e-06	-2.05348	-0.925687	-0.340143	0.000605574	-0.05	0.001
1.34055e+06	1.73351	3.13336e-06	1.08778	0.909023	0.325229	0.000576863	-0.05	0.001
1.34075e+06	0.35688	-3.11866e-06	-2.05493	0.586632	-1.30041	0.00280206	-0.05	0.001
1.34095e+06	0.28203	4.95844e-06	1.08323	-0.180547	1.43641	0.00354573	-0.05	0.001
1.34115e+06	0.558318	-5.65061e-06	-2.06063	-0.970315	-0.948412	0.00179109	-0.05	0.001
1.34125e+06	19.7763	4.2788e-06	1.08039	0.00415917	0.0318914	5.05656e-05	-0.05	0.001
1.34135e+06	0.555596	-4.59685e-06	-2.06177	0.967412	-0.952831	0.00179987	-0.05	0.001
1.34155e+06	0.282074	5.44949e-06	1.07753	0.176616	1.43689	0.00354517	-0.05	0.001
1.34175e+06	0.358748	-8.75691e-06	-2.06746	-0.591893	-1.2974	0.00278747	-0.05	0.001
1.34195e+06	1.77895	6.26037e-06	1.07302	-0.900031	0.317466	0.00056213	-0.05	0.001
1.34195e+06	1.61052	-3.2818e-06	-2.0689	0.934144	-0.348008	0.000620919	-0.05	0.001
1.34215e+06	0.35097	9.75533e-06	1.07153	0.572671	1.30857	0.00284925	-0.05	0.001
1.34235e+06	0.280603	-8.39348e-06	-2.07357	-0.188526	-1.43576	0.00356375	-0.05	0.001
1.34255e+06	0.560653	3.68933e-06	1.06574	-0.97465	0.942692	0.00178364	-0.05	0.001
1.34264e+06	19.7438	-4.05985e-06	-2.07642	0.013528	-0.0318926	5.06487e-05	-0.05	0.001
1.34275e+06	0.551771	2.33746e-06	1.0646	0.965251	0.95706	0.00181235	-0.05	0.001
1.34295e+06	0.280723	-3.18981e-06	-2.07931	0.1758	-1.43734	0.00356223	-0.05	0.001
1.34315e+06	0.356968	2.19585e-06	1.05885	-0.589742	1.29897	0.00280137	-0.05	0.001
1.34335e+06	1.7486	-1.87429e-06	-2.08387	-0.906141	-0.322275	0.000571885	-0.05	0.001
1.34335e+06	1.63633	5.67975e-06	1.0574	0.928912	0.342641	0.000611123	-0.05	0.001
1.34355e+06	0.351773	-4.59381e-06	-2.08535	0.576942	-1.30643	0.00284274	-0.05	0.001
1.34375e+06	0.279725	3.83781e-06	1.05273	-0.183698	1.43661	0.00357493	-0.05	0.001
1.34395e+06	0.555019	-8.2147e-06	-2.09117	-0.970092	-0.950412	0.00180174	-0.05	0.001
1.34405e+06	19.7801	1.72842e-06	1.04985	-0.00185505	0.0318013	5.05558e-05	-0.05	0.001
1.34415e+06	0.556251	-5.10019e-06	-2.09231	0.971371	-0.948443	0.00179775	-0.05	0.001
1.34435e+06	0.279712	1.43489e-06	1.04697	0.185437	1.43639	0.00357511	-0.05	0.001
1.34455e+06	0.350954	-3.41639e-06	-2.09813	-0.574607	-1.30773	0.00284938	-0.05	0.001
1.34475e+06	1.61822	6.95218e-06	1.0423	-0.932643	0.346214	0.000617961	-0.05	0.001
1.34475e+06	1.76915	-7.95169e-06	-2.09962	0.902047	-0.318861	0.000565244	-0.05	0.001
1.34495e+06	0.357937	7.23507e-07	1.04085	0.591798	1.29771	0.00279379	-0.05	0.001
1.34515e+06	0.281046	-1.04897e-06	-2.10417	-0.174821	-1.43738	0.00355814	-0.05	0.001
1.34535e+06	0.551834	9.39677e-06	1.03512	-0.964883	0.957397	0.00181214	-0.05	0.001
1.34545e+06	19.7419	-8.2015e-06	-2.10705	-0.0138584	-0.0319073	5.06537e-05	-0.05	0.001
1.34555e+06	0.560949	1.2866e-06	1.03398	0.974508	0.942679	0.00178269	-0.05	0.001
1.34575e+06	0.28092	-3.46962e-06	-2.10989	0.187864	-1.43576	0.00355973	-0.05	0.001
1.34595e+06	0.351764	3.76691e-06	1.02821	-0.574311	1.30759	0.00284281	-0.05	0.001
1.34614e+06	1.62541	-2.65264e-06	-2.11454	-0.931042	-0.345107	0.00061523	-0.05	0.001
1.34615e+06	1.76201	3.78986e-06	1.02672	0.903362	0.320331	0.000567534	-0.05	0.001
1.34635e+06	0.358083	-3.9959e-06	-2.11599	0.589897	-1.29853	0.00279265	-0.05	0.001
1.34655e+06	0.282109	8.1229e-07	1.0222	-0.178203	1.43669	0.00354473	-0.05	0.001
1.34675e+06	0.556814	-7.00279e-06	-2.12168	-0.968652	-0.950917	0.00179593	-0.05	0.001
1.34685e+06	19.7797	6.46089e-08	1.01935	-0.000497754	0.031888	5.05569e-05	-0.05	0.001
1.34695e+06	0.557156	-7.3091e-06	-2.12282	0.968991	-0.950388	0.00179483	-0.05	0.001
1.34715e+06	0.282105	8.11223e-06	1.0165	0.178671	1.43663	0.00354478	-0.05	0.001
1.34735e+06	0.357854	-6.90953e-06	-2.12851	-0.589272	-1.29889	0.00279444	-0.05	0.001
1.34754e+06	1.75653	5.30305e-06	1.01197	-0.904447	0.321259	0.000569304	-0.05	0.001
1.34755e+06	1.63029	-3.28031e-07	-2.12996	0.930029	-0.344165	0.000613389	-0.05	0.001
1.34774e+06	0.35202	3.02258e-06	1.01048	0.574856	1.30727	0.00284075	-0.05	0.001
1.34794e+06	0.281004	-4.4904e-06	-2.1346	-0.187608	-1.43577	0.00355866	-0.05	0.001
1.34814e+06	0.56096	5.97362e-06	1.00472	-0.974415	0.942769	0.00178266	-0.05	0.001
1.34824e+06	19.7423	-3.31165e-06	-2.13744	0.0137704	-0.0319096	5.06526e-05	-0.05	0.001
1.34834e+06	0.551921	1.3606e-06	1.00357	0.964839	0.957395	0.00181185	-0.05	0.001
1.34854e+06	0.281132	-2.10191e-06	-2.14032	0.17464	-1.43738	0.00355705	-0.05	0.001
1.34874e+06	0.358153	6.19666e-06	0.997846	-0.59224	1.29744	0.0027921	-0.05	0.001
1.34894e+06	1.77368	-4.17171e-06	-2.14486	-0.901149	-0.318114	0.000563799	-0.05	0.001
1.34895e+06	1.61433	6.4557e-06	0.996402	0.933442	0.347005	0.000619451	-0.05	0.001
1.34914e+06	0.350785	-5.00737e-06	-2.14635	0.574076	-1.30802	0.00285075	-0.05	0.001
1.34934e+06	0.279722	8.87137e-06	0.991724	-0.18586	1.43633	0.00357498	-0.05	0.001
1.34954e+06	0.556571	-6.06865e-06	-2.15217	-0.971704	-0.947929	0.00179671	-0.05	0.001
1.34964e+06	19.7792	2.33483e-06	0.988848	0.00283541	0.0318033	5.05581e-05	-0.05	0.001
1.34974e+06	0.554724	-9.39075e-06	-2.15332	0.969729	-0.95094	0.0018027	-0.05	0.001
1.34994e+06	0.279746	4.92913e-06	0.985964	0.183197	1.43667	0.00357467	-0.05	0.001
1.35014e+06	0.352027	-4.614e-06	-2.15913	-0.577653	-1.30603	0.00284069	-0.05	0.001
1.35034e+06	1.64195	6.01796e-06	0.981307	-0.927759	0.341544	0.000609033	-0.05	0.001
1.35034e+06	1.74235	-2.00084e-07	-2.16062	0.907389	-0.323335	0.000573936	-0.05	0.001
1.35054e+06	0.35668	4.55403e-06	0.979854	0.589091	1.29936	0.00280364	-0.05	0.001
1.35074e+06	0.280636	-7.30817e-06	-2.16518	-0.176141	-1.43732	0.00356333	-0.05	0.001
1.35094e+06	0.551804	1.62504e-06	0.974099	-0.965412	0.95688	0.00181224	-0.05	0.001
1.35105e+06	19.7453	-2.38124e-06	-2.16807	-0.0132678	-0.0318874	5.06451e-05	-0.05	0.001
1.35114e+06	0.560527	5.10438e-06	0.972957	0.974622	0.942789	0.00178403	-0.05	0.001
1.35134e+06	0.280522	-9.48537e-07	-2.17092	0.188613	-1.43577	0.00356478	-0.05	0.001
1.35154e+06	0.350793	3.38607e-06	0.967165	-0.572358	1.30877	0.00285068	-0.05	0.001
1.35174e+06	1.60746	-5.30644e-06	-2.17559	-0.934786	-0.3486	0.000622099	-0.05	0.001
1.35174e+06	1.78248	3.86461e-06	0.965673	0.89934	0.316878	0.000561018	-0.05	0.001
1.35194e+06	0.358885	-5.79003e-06	-2.17703	0.592312	-1.29716	0.00278641	-0.05	0.001
1.35214e+06	0.282048	3.59226e-06	0.96116	-0.17625	1.43694	0.0035455	-0.05	0.001
1.35234e+06	0.555264	-4.50577e-06	-2.18272	-0.967112	-0.953313	0.00180095	-0.05	0.001
1.35244e+06	19.7746	2.16056e-07	0.958302	-0.00509982	0.0318931	5.057e-05	-0.05	0.001
1.35254e+06	0.558622	-3.1891e-06	-2.18386	0.970659	-0.947895	0.00179012	-0.05	0.001
1.35274e+06	0.281997	3.52599e-06	0.955457	0.181064	1.43636	0.00354614	-0.05	0.001
1.35294e+06	0.356586	-6.29238e-07	-2.18956	-0.58587	-1.30085	0.00280437	-0.05	0.001
1.35314e+06	1.7268	2.77804e-06	0.950906	-0.910368	0.326399	0.000579106	-0.05	0.001
1.35314e+06	1.65761	-2.39171e-06	-2.19102	0.924394	-0.338961	0.000603277	-0.05	0.001
1.35334e+06	0.353387	3.11356e-06	0.949431	0.577965	1.30544	0.00282976	-0.05	0.001
1.35354e+06	0.281393	-7.4384e-06	-2.19563	-0.185967	-1.43589	0.00355375	-0.05	0.001
1.35374e+06	0.560718	3.39367e-07	0.943687	-0.973628	0.943712	0.00178343	-0.05	0.001
1.35384e+06	19.7494	-2.48567e-06	-2.19847	0.012379	-0.0319123	5.06344e-05	-0.05	0.001
1.35394e+06	0.55259	4.25232e-06	0.942546	0.965015	0.956862	0.00180966	-0.05	0.001
1.35414e+06	0.281514	-3.08306e-06	-2.20135	0.174295	-1.43732	0.00355223	-0.05	0.001
1.35434e+06	0.358923	4.26262e-06	0.936836	-0.5936	1.29656	0.00278611	-0.05	0.001
1.35454e+06	1.78898	-4.63078e-06	-2.20587	-0.898114	-0.315666	0.000558978	-0.05	0.001
1.35454e+06	1.60148	4.43748e-06	0.935397	0.936089	0.349646	0.000624423	-0.05	0.001
1.35474e+06	0.350256	-1.8848e-06	-2.20736	0.57223	-1.309	0.00285505	-0.05	0.001
1.35494e+06	0.279864	3.75275e-06	0.930711	-0.187509	1.43608	0.00357317	-0.05	0.001
1.35514e+06	0.55811	-4.87695e-06	-2.21318	-0.973088	-0.945679	0.00179176	-0.05	0.001
1.35524e+06	19.7703	5.32798e-06	0.927843	0.00721082	0.031823	5.05808e-05	-0.05	0.001
1.35534e+06	0.553378	-4.33181e-08	-2.21432	0.968084	-0.953336	0.00180708	-0.05	0.001
1.35554e+06	0.279922	2.25845e-06	0.924955	0.180741	1.43693	0.00357242	-0.05	0.001
1.35574e+06	0.353429	-3.10575e-06	-2.22013	-0.581321	-1.30394	0.00282942	-0.05	0.001
1.35594e+06	1.67231	7.97801e-06	0.920324	-0.921544	0.335787	0.000597976	-0.05	0.001
1.35594e+06	1.70994	-4.69684e-06	-2.2216	0.913904	-0.328966	0.000584817	-0.05	0.001
1.35614e+06	0.355174	4.67568e-06	0.918862	0.585604	1.30144	0.00281552	-0.05	0.001
1.35634e+06	0.280256	-6.41546e-06	-2.2262	-0.178101	-1.43718	0.00356817	-0.05	0.001
1.35654e+06	0.552291	8.17477e-07	0.913084	-0.966465	0.955556	0.00181064	-0.05	0.001
1.35664e+06	19.7559	-3.80288e-06	-2.22908	-0.0111131	-0.0318572	5.06178e-05	-0.05	0.001
1.35674e+06	0.559597	4.19489e-06	0.911942	0.974174	0.943755	0.001787	-0.05	0.001
1.35694e+06	0.280165	-5.67076e-06	-2.23194	0.188535	-1.43587	0.00356932	-0.05	0.001
1.35714e+06	0.350262	2.76773e-06	0.906132	-0.571594	1.30927	0.00285501	-0.05	0.001
1.35734e+06	1.59898	-6.08294e-06	-2.23663	-0.936579	-0.350233	0.000625401	-0.05	0.001
1.35734e+06	1.79224	1.2252e-06	0.904637	0.897445	0.315215	0.000557961	-0.05	0.001
1.35754e+06	0.359196	-3.48157e-06	-2.23806	0.593619	-1.29646	0.002784	-0.05	0.001
1.35774e+06	0.281855	4.11204e-06	0.900126	-0.174902	1.43716	0.00354793	-0.05	0.001
1.35794e+06	0.553834	-3.27201e-06	-2.24376	-0.965871	-0.955334	0.00180559	-0.05	0.001
1.35804e+06	19.7632	4.81419e-06	0.897261	-0.00913151	0.0319034	5.05991e-05	-0.05	0.001
1.35814e+06	0.559842	-6.17015e-06	-2.2449	0.972222	-0.945634	0.00178622	-0.05	0.001
1.35834e+06	0.281765	3.61321e-06	0.894419	0.183517	1.43611	0.00354906	-0.05	0.001
1.35854e+06	0.355091	-3.03452e-06	-2.25062	-0.582085	-1.30305	0.00281618	-0.05	0.001
1.35873e+06	1.6936	4.96269e-06	0.88984	-0.917056	0.332314	0.000590457	-0.05	0.001
1.35874e+06	1.68975	-7.55061e-07	-2.25208	0.917836	-0.333016	0.000591802	-0.05	0.001
1.35894e+06	0.354917	7.84145e-06	0.888375	0.58164	1.3033	0.00281756	-0.05	0.001
1.35914e+06	0.28173	-5.45433e-06	-2.25667	-0.183793	-1.43608	0.0035495	-0.05	0.001
1.35934e+06	0.559951	1.83588e-06	0.882652	-0.972392	0.9454	0.00178587	-0.05	0.001
1.35943e+06	19.7617	-1.44971e-06	-2.25951	0.00953766	-0.0319046	5.0603e-05	-0.05	0.001
1.35954e+06	0.553694	5.873e-06	0.881511	0.965749	0.955532	0.00180605	-0.05	0.001
1.35974e+06	0.281826	-5.80074e-06	-2.26237	0.17479	-1.43718	0.00354829	-0.05	0.001
1.35994e+06	0.359194	5.74485e-06	0.875815	-0.593694	1.29642	0.00278401	-0.05	0.001
1.36013e+06	1.79259	-4.30957e-06	-2.26689	-0.897379	-0.315148	0.000557851	-0.05	0.001
1.36014e+06	1.59867	3.62101e-06	0.874377	0.936645	0.350292	0.000625521	-0.05	0.001
1.36033e+06	0.350235	-5.63513e-06	-2.26838	0.571585	-1.30929	0.00285522	-0.05	0.001
1.36053e+06	0.280127	6.78354e-06	0.869694	-0.188476	1.43589	0.00356981	-0.05	0.001
1.36073e+06	0.559457	-9.38888e-07	-2.27419	-0.974091	-0.943917	0.00178745	-0.05	0.001
1.36083e+06	19.7574	1.97273e-06	0.866834	0.010774	0.0318535	5.06139e-05	-0.05	0.001
1.36093e+06	0.552387	-6.97855e-06	-2.27533	0.96661	-0.955358	0.00181032	-0.05	0.001
1.36113e+06	0.280217	4.74908e-06	0.863946	0.178355	1.43716	0.00356866	-0.05	0.001
1.36133e+06	0.35499	-1.73133e-06	-2.28111	-0.585171	-1.3017	0.00281698	-0.05	0.001
1.36153e+06	1.706	4.56093e-07	0.859345	-0.9147	0.329662	0.000586165	-0.05	0.001
1.36154e+06	1.67614	-6.8492e-06	-2.28258	0.920759	-0.335084	0.000596608	-0.05	0.001
1.36173e+06	0.353608	4.44706e-06	0.857873	0.581763	1.30368	0.00282799	-0.05	0.001
1.36193e+06	0.27995	-2.35868e-06	-2.28721	-0.180457	-1.43696	0.00357206	-0.05	0.001
1.36213e+06	0.55324	2.3222e-06	0.852074	-0.967902	0.953594	0.00180753	-0.05	0.001
1.36224e+06	19.769	-7.64767e-06	-2.29009	-0.00767386	-0.0318262	5.05844e-05	-0.05	0.001
1.36233e+06	0.558293	8.83949e-06	0.850931	0.973218	0.945446	0.00179118	-0.05	0.001
1.36253e+06	0.27989	-4.2212e-06	-2.29296	0.187656	-1.43606	0.00357284	-0.05	0.001
1.36273e+06	0.350224	6.70387e-06	0.845111	-0.572095	1.30907	0.00285532	-0.05	0.001
1.36293e+06	1.60061	-5.62859e-06	-2.29765	-0.936269	-0.349826	0.000624764	-0.05	0.001
1.36293e+06	1.79004	5.28491e-06	0.843616	0.8979	0.315505	0.000558647	-0.05	0.001
1.36313e+06	0.358986	-7.06828e-06	-2.29909	0.593672	-1.2965	0.00278562	-0.05	0.001
1.36333e+06	0.281554	2.31029e-07	0.839098	-0.174311	1.43731	0.00355172	-0.05	0.001
1.36353e+06	0.552691	-2.51711e-06	-2.30479	-0.965076	-0.956746	0.00180933	-0.05	0.001
1.36364e+06	19.7507	4.02199e-06	0.836224	-0.0121199	0.0319118	5.06312e-05	-0.05	0.001
1.36373e+06	0.560658	-3.51741e-06	-2.30593	0.973504	-0.943873	0.00178362	-0.05	0.001
1.36393e+06	0.281437	6.3356e-06	0.833382	0.185735	1.43591	0.00355319	-0.05	0.001
1.36413e+06	0.353555	-5.19717e-06	-2.31168	-0.578371	-1.30521	0.00282842	-0.05	0.001
1.36433e+06	1.66112	3.97685e-06	0.828773	-0.923675	0.338299	0.000602002	-0.05	0.001
1.36433e+06	1.72307	-1.77845e-06	-2.31315	0.911113	-0.327056	0.000580358	-0.05	0.001
1.36453e+06	0.356424	3.85338e-06	0.827318	0.585442	1.3011	0.00280565	-0.05	0.001
1.36473e+06	0.281975	-5.06066e-06	-2.3177	-0.181352	-1.43633	0.00354642	-0.05	0.001
1.36493e+06	0.558769	5.47159e-06	0.821613	-0.970854	0.947617	0.00178965	-0.05	0.001
1.36503e+06	19.7735	-4.99206e-07	-2.32055	0.00560405	-0.0318941	5.05728e-05	-0.05	0.001
1.36513e+06	0.555095	1.35388e-06	0.820472	0.966947	0.953571	0.00180149	-0.05	0.001
1.36533e+06	0.282033	-6.34675e-06	-2.32341	0.176058	-1.43697	0.00354568	-0.05	0.001
1.36553e+06	0.358943	4.66428e-06	0.814783	-0.592527	1.29704	0.00278596	-0.05	0.001
1.36573e+06	1.78417	-3.33872e-06	-2.32792	-0.89901	-0.31659	0.000560486	-0.05	0.001
1.36573e+06	1.60601	7.44187e-06	0.813343	0.935087	0.348889	0.00062266	-0.05	0.001
1.36593e+06	0.350711	-4.99842e-06	-2.32941	0.572204	-1.30886	0.00285135	-0.05	0.001
1.36613e+06	0.280478	7.49294e-07	0.808673	-0.188647	1.43577	0.00356534	-0.05	0.001
1.36633e+06	0.560437	-1.08295e-06	-2.33521	-0.974602	-0.942859	0.00178432	-0.05	0.001
1.36642e+06	19.7462	4.68406e-06	0.80582	0.0130945	0.0318843	5.06427e-05	-0.05	0.001
1.36653e+06	0.551843	-7.34348e-06	-2.33635	0.965505	-0.956766	0.00181211	-0.05	0.001
1.36673e+06	0.280592	4.20471e-06	0.802933	0.176336	1.43731	0.0035639	-0.05	0.001
1.36693e+06	0.35651	-6.16996e-06	-2.34211	-0.588725	-1.29959	0.00280497	-0.05	0.001
1.36713e+06	1.73881	4.75017e-06	0.798363	-0.9081	0.323937	0.000575107	-0.05	0.001
1.36713e+06	1.64519	-2.71331e-06	-2.34356	0.927091	-0.340922	0.000607832	-0.05	0.001
1.36733e+06	0.35218	5.55383e-06	0.796881	0.578049	1.3058	0.00283946	-0.05	0.001
1.36753e+06	0.279759	-1.38279e-06	-2.34821	-0.18292	-1.4367	0.00357451	-0.05	0.001
1.36773e+06	0.554546	1.61335e-06	0.791067	-0.969541	0.951227	0.00180328	-0.05	0.001
1.36783e+06	19.7785	-6.57781e-07	-2.3511	-0.00336692	-0.0318048	5.05598e-05	-0.05	0.001
1.36793e+06	0.556765	5.58833e-06	0.789924	0.971872	0.947652	0.00179609	-0.05	0.001
1.36813e+06	0.279733	-5.06385e-06	-2.35397	0.186077	-1.4363	0.00357484	-0.05	0.001
1.36833e+06	0.350696	3.13103e-06	0.7841	-0.573809	1.30816	0.00285148	-0.05	0.001
1.36853e+06	1.61234	-6.89868e-07	-2.35865	-0.933855	-0.347405	0.000620217	-0.05	0.001
1.36853e+06	1.77603	6.13733e-06	0.782609	0.900681	0.317738	0.000563054	-0.05	0.001
1.36873e+06	0.358269	-2.87207e-06	-2.3601	0.592456	-1.2973	0.0027912	-0.05	0.001
1.36893e+06	0.281178	1.30848e-06	0.778074	-0.174558	1.43737	0.00355647	-0.05	0.001
1.36913e+06	0.551965	-5.71937e-06	-2.36582	-0.964833	-0.957378	0.00181171	-0.05	0.001
1.36923e+06	19.7427	4.28545e-06	0.775194	-0.0136921	0.0319107	5.06515e-05	-0.05	0.001
1.36933e+06	0.560967	-9.9356e-07	-2.36696	0.974347	-0.942835	0.00178264	-0.05	0.001
1.36953e+06	0.281052	4.30272e-06	0.772349	0.18745	1.43578	0.00355806	-0.05	0.001
1.36973e+06	0.352161	-3.35821e-06	-2.37273	-0.575175	-1.30708	0.00283961	-0.05	0.001
1.36993e+06	1.6331	1.26517e-06	0.767712	-0.929448	0.343623	0.000612334	-0.05	0.001
1.36993e+06	1.75343	-4.48263e-06	-2.37421	0.90506	-0.321793	0.000570311	-0.05	0.001
1.37013e+06	0.357729	4.14185e-06	0.766264	0.588908	1.2991	0.00279541	-0.05	0.001
1.37033e+06	0.282098	-3.63647e-06	-2.37874	-0.178938	-1.4366	0.00354486	-0.05	0.001
1.37053e+06	0.55732	5.22344e-06	0.760571	-0.969189	0.950098	0.0017943	-0.05	0.001
1.37063e+06	19.7795	-2.2466e-06	-2.38159	0.00104187	-0.0318882	5.05574e-05	-0.05	0.001
1.37073e+06	0.556646	4.89469e-06	0.759431	0.968458	0.951205	0.00179647	-0.05	0.001
1.37093e+06	0.28211	-5.26017e-06	-2.38444	0.177952	-1.43672	0.00354472	-0.05	0.001
1.37113e+06	0.358195	2.31538e-06	0.75374	-0.590228	1.29834	0.00279177	-0.05	0.001
1.37132e+06	1.76482	-4.41078e-06	-2.38897	-0.902808	-0.31985	0.000566629	-0.05	0.001
1.37133e+06	1.62291	4.21347e-06	0.752296	0.93156	0.345594	0.000616177	-0.05	0.001
1.37153e+06	0.351635	-1.45153e-06	-2.39045	0.574028	-1.30776	0.00284386	-0.05	0.001
1.37173e+06	0.280873	3.2384e-06	0.747647	-0.187993	1.43576	0.00356033	-0.05	0.001
1.37193e+06	0.560922	-4.71826e-06	-2.39623	-0.974554	-0.942646	0.00178278	-0.05	0.001
1.37202e+06	19.7418	3.38041e-06	0.7448	0.0138738	0.0319057	5.06539e-05	-0.05	0.001
1.37213e+06	0.551818	-6.49603e-06	-2.39737	0.964907	-0.957382	0.00181219	-0.05	0.001
1.37233e+06	0.281	4.10946e-06	0.741917	0.174933	1.43737	0.00355873	-0.05	0.001
1.37253e+06	0.357807	-2.96122e-06	-2.4031	-0.591538	-1.29787	0.0027948	-0.05	0.001
1.37272e+06	1.76643	5.41249e-06	0.737373	-0.902589	0.319301	0.000566113	-0.05	0.001
1.37273e+06	1.62058	-4.76926e-06	-2.40455	0.932156	-0.34575	0.000617065	-0.05	0.001
1.37293e+06	0.351062	7.50063e-06	0.735884	0.574912	1.30756	0.0028485	-0.05	0.001
1.37313e+06	0.279707	-4.08847e-06	-2.40922	-0.185199	-1.43642	0.00357517	-0.05	0.001
1.37332e+06	0.556059	5.24204e-06	0.730062	-0.971194	0.948727	0.00179837	-0.05	0.001
1.37342e+06	19.7805	-4.2158e-06	-2.4121	0.00131344	-0.0318006	5.05549e-05	-0.05	0.001
1.37352e+06	0.555205	3.87777e-06	0.728918	0.970278	0.950122	0.00180114	-0.05	0.001
1.37372e+06	0.279719	-4.70038e-06	-2.41498	0.183965	-1.43658	0.00357502	-0.05	0.001
1.37392e+06	0.351635	3.0478e-06	0.7231	-0.576571	1.30664	0.00284386	-0.05	0.001
1.37412e+06	1.63335	-1.93933e-06	-2.41965	-0.929526	-0.343219	0.000612237	-0.05	0.001
1.37413e+06	1.75193	6.5335e-06	0.721614	0.905475	0.321719	0.0005708	-0.05	0.001
1.37432e+06	0.357126	-5.46477e-06	-2.4211	0.590078	-1.29877	0.00280013	-0.05	0.001
1.37452e+06	0.28077	3.48691e-06	0.717056	-0.175629	1.43735	0.00356164	-0.05	0.001
1.37472e+06	0.551749	-9.31392e-06	-2.42685	-0.96518	-0.957143	0.00181242	-0.05	0.001
1.37483e+06	19.7432	4.87305e-06	0.714171	-0.0136411	0.0318953	5.06504e-05	-0.05	0.001
1.37492e+06	0.560723	-2.64598e-06	-2.42799	0.974649	-0.942656	0.00178341	-0.05	0.001
1.37512e+06	0.28065	4.79486e-06	0.711321	0.188457	1.43575	0.00356315	-0.05	0.001
1.37532e+06	0.351066	-1.72405e-06	-2.43377	-0.572871	-1.30845	0.00284846	-0.05	0.001
1.37552e+06	1.61234	1.95106e-06	0.706659	-0.933764	0.347649	0.000620217	-0.05	0.001
1.37552e+06	1.77687	-4.64473e-06	-2.43526	0.900437	-0.317821	0.000562788	-0.05	0.001
1.37572e+06	0.358673	3.89024e-06	0.705218	0.591636	1.29754	0.00278805	-0.05	0.001
1.37592e+06	0.282083	-4.47444e-06	-2.43978	-0.176831	-1.43686	0.00354505	-0.05	0.001
1.37612e+06	0.555768	1.99721e-06	0.699529	-0.967588	0.95256	0.00179931	-0.05	0.001
1.37622e+06	19.7771	-4.86628e-06	-2.44264	-0.00363598	-0.0318906	5.05635e-05	-0.05	0.001
1.37632e+06	0.558166	6.99702e-06	0.698389	0.970115	0.948698	0.00179158	-0.05	0.001
1.37652e+06	0.282047	-3.62767e-06	-2.44548	0.180263	-1.43644	0.00354551	-0.05	0.001
1.37672e+06	0.357031	5.90463e-06	0.692689	-0.587045	1.30017	0.00280087	-0.05	0.001
1.37692e+06	1.73708	-4.03823e-06	-2.45002	-0.908312	-0.324605	0.000575678	-0.05	0.001
1.37692e+06	1.648	2.87388e-07	0.691238	0.92637	0.340774	0.000606794	-0.05	0.001
1.37712e+06	0.352914	-1.00944e-06	-2.4515	0.576868	-1.30608	0.00283355	-0.05	0.001
1.37732e+06	0.281271	2.31382e-06	0.686616	-0.186571	1.43584	0.00355529	-0.05	0.001
1.37752e+06	0.560855	-4.46316e-06	-2.45725	-0.973942	-0.943315	0.00178299	-0.05	0.001
1.37762e+06	19.7463	1.84626e-06	0.683773	0.0130058	0.0319129	5.06424e-05	-0.05	0.001
1.37772e+06	0.552317	-1.49008e-06	-2.4584	0.964894	-0.957129	0.00181055	-0.05	0.001
1.37792e+06	0.281395	1.8032e-06	0.680896	0.174315	1.43735	0.00355373	-0.05	0.001
1.37812e+06	0.358725	-1.6417e-06	-2.46411	-0.59329	-1.29677	0.00278765	-0.05	0.001
1.37832e+06	1.78522	1.43014e-06	0.676372	-0.89886	0.316259	0.000560156	-0.05	0.001
1.37832e+06	1.60459	-1.64959e-06	-2.46555	0.935451	-0.348995	0.000623214	-0.05	0.001
1.37852e+06	0.350376	6.34609e-06	0.674878	0.572706	1.30875	0.00285408	-0.05	0.001
1.37872e+06	0.279803	-6.63025e-06	-2.47024	-0.187039	-1.43616	0.00357395	-0.05	0.001
1.37892e+06	0.557622	3.12274e-06	0.669055	-0.97267	0.946371	0.00179333	-0.05	0.001
1.37902e+06	19.7739	-4.84406e-06	-2.47311	0.00584846	-0.031815	5.05716e-05	-0.05	0.001
1.37912e+06	0.55379	6.74258e-06	0.667912	0.968608	0.952582	0.00180574	-0.05	0.001
1.37932e+06	0.279851	-6.50764e-06	-2.47599	0.181548	-1.43685	0.00357334	-0.05	0.001
1.37952e+06	0.352944	5.1746e-06	0.662106	-0.580081	1.30465	0.00283331	-0.05	0.001
1.37972e+06	1.66186	-2.93956e-06	-2.48063	-0.923677	-0.337744	0.000601735	-0.05	0.001
1.37972e+06	1.72089	3.50315e-06	0.660629	0.911697	0.327038	0.000581096	-0.05	0.001
1.37992e+06	0.355682	-4.52539e-06	-2.48209	0.586804	-1.30073	0.0028115	-0.05	0.001
1.38012e+06	0.280375	3.08567e-06	0.656042	-0.177403	1.43723	0.00356666	-0.05	0.001
1.38032e+06	0.552078	-2.11316e-07	-2.48786	-0.966071	-0.956068	0.00181134	-0.05	0.001
1.38042e+06	19.7519	4.42758e-06	0.653154	-0.0119749	0.0318677	5.06281e-05	-0.05	0.001
1.38052e+06	0.559946	-6.35197e-07	-2.48901	0.974382	-0.943352	0.00178589	-0.05	0.001
1.38072e+06	0.280275	4.85683e-06	0.650298	0.188651	1.43583	0.00356793	-0.05	0.001
